product_id,gender_product,temperature,usage,productDisplayName,city,link
31302,Men,Hot,Formal,John Miller Men  Purple Shirt,Sulawesi Selatan,http://assets.myntassets.com/v1/images/style/properties/5bb68b90b732605e70fb83a7fb7c6d12_images.jpg
11599,Women,Hot,Ethnic,W Women Printed Green Kurtas,Sulawesi Selatan,http://assets.myntassets.com/v1/images/style/properties/1920f3bfe7913fce4400393c15cf6367_images.jpg
6572,Men,Hot,Sports,Nike Men's Challenger Logo Black T-shirt,Sulawesi Selatan,http://assets.myntassets.com/v1/images/style/properties/c90062757b4521af1d9a6f57342ad347_images.jpg
18001,Women,Hot,Sports,Puma Women Black Essential Skinny Capris,Sulawesi Selatan,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-Black-Essential-Skinny-Capris_217539f375c4c925b167d7027c7126f6_images.jpg
10460,Men,Cold,Casual,Flying Machine Green Polo Tshirts,Sulawesi Selatan,http://assets.myntassets.com/v1/images/style/properties/c1be890c8b9e9335a730e561eb6b745b_images.jpg
2334,Men,Cold,Sports,Reebok Men Shiamak Dance Black T-shirt,Sulawesi Selatan,http://assets.myntassets.com/v1/images/style/properties/63a63ca09dbc220a96896082330f87dd_images.jpg
33212,Women,Hot,Casual,Sepia Women Black Top,Sulawesi Selatan,http://assets.myntassets.com/v1/images/style/properties/252fe9c0f57f218c15bf3be47560f3ec_images.jpg
51055,Women,Hot,Casual,Enamor Teal Premium Bra PB04,Sulawesi Selatan,http://assets.myntassets.com/v1/images/style/properties/35d4c8003b3bbdc3a1bb6a4a823c0591_images.jpg
51799,Women,Hot,Casual,Bwitch Blue Nightdress,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/c78ca44eeac8046a88cca8161a385ab0_images.jpg
6889,Women,Hot,Casual,Forever New Women Stone Cream Jacket,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/01c417703d7775105ba346c691f4700b_images.jpg
47283,Men,Hot,Casual,Myntra Men Pack of 3 T-shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/6fa8c80f837f7cba3b0916504d235853_images.jpg
39104,Men,Hot,Formal,Reid & Taylor Men Charcoal Trouser,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/4ca44488d99e2f8a662dece547db9dec_images.jpg
52906,Women,Hot,Ethnic,FNF Printed Green Sari,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/Fashion-N-Fabrics-Printed-Green-Sari_7d778925c9fe564ebeb19e5c51b2bc88_images.jpg
44664,Women,Hot,Formal,Wills Lifestyle Women Charcoal Trousers,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/15b6662c5e90be8ddbdeb55b7add5271_images.jpg
56718,Women,Hot,Ethnic,Folklore Women Navy Blue Kurta,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/Folklore-Women-Navy-Blue-Kurta_b391569edc7deda9361803823271633a_images.jpg
38806,Men,Hot,Casual,Marvel Men Red Printed T-shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/2480b80f5bb82999648dcd4bea9181c0_images.jpg
22485,Women,Hot,Ethnic,Global Desi Women Printed White Top,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/fc30a62f341e0d2f4a0e63f5492c978f_images.jpg
57993,Women,Cold,Casual,Latin Quarters Women Beige Dress,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/Latin-Quarters-Women-Beige-Dress_ae4fab2cceed5068da74f4091faf6a0e_images.jpg
51368,Women,Hot,Casual,Spykar Women Blue Jeans,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/53cd23a6b0c8f13fd38f2493bbbee938_images.jpg
20305,Women,Cold,Casual,Jealous 21 Women Solid Magenta Sweater,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/ae7ca94a65df9cf4657668b50bd5abeb_images.jpg
2402,Men,Cold,Sports,Puma Black Men Sailing Jersey,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/14a32ce59d30ba7a47cf631707dde84d_images.jpg
57027,Men,Hot,Casual,Jockey MC Men White Brief 8033,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/Jockey-Men-White-Brief_943b00010caa2be948f851fa2a468a1e_images.jpg
24314,Men,Cold,Casual,ADIDAS Men White T-shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/d608133abe2783ed409b482b9e152ae1_images.jpg
36474,Women,Hot,Ethnic,Aurelia Women Dobby Red Kurta,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/32ea3851a744653b39c56d544a4917c3_images.jpg
13796,Men,Cold,Casual,Proline Mens Stripes Grey & White Striped T-shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/4dfec31f0357a31dbcadb4981c9b0d1b_images.jpg
51410,Men,Hot,Formal,Myntra Men White and Navy Blue Check Shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/de446edbe93388c21bfc4943e3f11bc7_images.jpg
27116,Women,Hot,Casual,Miss-T White Bra,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/8623eaf3aba91c399fdc0b35e3b37413_images.jpg
44864,Men,Hot,Casual,Puma Men Blue & White T-shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/f1f943ec4388517d2a2961302e9db704_images.jpg
21640,Women,Hot,Casual,Enamor Women Lift Black Bra,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/f0207de3f25a5d61e9ea9f002ff15314_images.jpg
10376,Men,Cold,Casual,United Colors of Benetton Men Printed Blue Tshirts,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/e62a49647cc6ffe0438a3f7524c087e5_images.jpg
22987,Men,Hot,Sports,2go Active Gear USA Men Grey Ted Shorts,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/2bdc0dc92b168d0988faafd47eb13a2f_images.jpg
27013,Women,Hot,Casual,Jealous 21 Women Washed Blue Shorts,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/4de08f1fa03b31d684aa41c5a57b2941_images.jpg
24394,Women,Cold,Ethnic,Folklore Women Black Printed Kurta,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/f7ab767563b2fd876002f764e1cf8eda_images.jpg
12801,Men,Cold,Sports,Nike Men Red Manchester United Jersey,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/bbf88847000477f3b3fba0d45a1eaa37_images.jpg
15530,Men,Cold,Casual,Puma Men Jersey Polo Blue Tshirts,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/47cbc93d146ac6c4ad54a918e3adfe68_images.jpg
43502,Men,Hot,Casual,French Connection Men Grey Melange T-shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/fc74f7775f68df9e8c719771d85afde8_images.jpg
7498,Women,Hot,Sports,Nike Women's Challen Purple T-shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/e5170b8bf13a50e6e218f15564fb02a9_images.jpg
14026,Men,Cold,Sports,Nike Men Solid Grey Tshirts,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/d65ced16f6c6cadcd004986d7694f669_images.jpg
6987,Women,Hot,Casual,s.Oliver Women's Sky Blue Top,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/6814860300e15b883dc4ee8249dde5ac_images.jpg
54569,Women,Hot,Ethnic,Sushilas Women Printed Grey Kurta,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/Sushilas-Women-Printed-Grey-Kurta_fc1ea4d5d3c2f09b68a8b4bf3d6dc0a5_images.jpg
22325,Men,Cold,Casual,John Players Men Solid Purple T-Shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/820318c199cfaa5154ed34093d52b250_images.jpg
5279,Men,Hot,Casual,Classic Polo Men's Logo White Grey Polo T-shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/d96942374e374b56cd08e969cc782fba_images.jpg
21905,Women,Cold,Ethnic,BIBA Women Printed Black Kurta,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/ed1975039f2792823963fd5b0fd77811_images.jpg
34982,Women,Hot,Ethnic,Fabindia H& Printed Black Cotton Sari,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/f3d8ef86bd80c43f39d16a34be7c71f7_images.jpg
26997,Women,Hot,Casual,Jealous 21 Women Blue Jeans,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/ad384296cc881f1d99156721a2168917_images.jpg
7831,Men,Cold,Casual,Proline Men Red Printed T-shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/c567ff6dd4cf859c8104ce981e5271ab_images.jpg
3351,Men,Hot,Casual,Myntra Men's Black Letter Equals White T-shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/23d64f3e3b4fbbf61e4b1e1ffb8a140f_images.jpg
28625,Men,Hot,Sports,Nike Men Media Blue Polo T-shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/31175d1ff20549013eab2e60defcf69a_images.jpg
55830,Women,Hot,Casual,SDL by Sweet Dreams Women & Grey Pink Nightdress,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Pink-Nightdress_7d8adfc7c5eaba30ba004810b42231d0_images.jpg
2268,Women,Cold,Sports,Nike Grey Women Sweatshirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/30b322db9ebe8cea9fe70e65b01aa3b2_images.jpg
13416,Men,Hot,Casual,United Colors of Benetton Men Check Pink Shirts,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/e75aae6501265d864cb58445bff61865_images.jpg
45779,Women,Hot,Casual,Remanika Women Black Top,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/Remanika-Women-Black-Top_775425e28765a8f20a5ba1263378f599_images.jpg
18848,Men,Cold,Casual,Puma Men College Athletic Navy Blue Tshirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/24f951f25bb2fe159b873dda08ed7c75_images.jpg
37810,Men,Hot,Casual,John Players Men Stripes Pink Shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/8f013a32be17eb98d18937a5ed3e3dc8_images.jpg
15683,Men,Cold,Casual,Highlander Men Classic Chinos Khaki Trousers,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/21839c7422b152f085c3c3498d9b1926_images.jpg
24395,Women,Hot,Ethnic,Vishudh Women Blue Printed Kurta,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/e78254b2c64e20e813c1d62d26e49cf0_images.jpg
18971,Women,Hot,Casual,United Colors of Benetton Women Solid Black Top,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Women-Solid-Black-Top_9acf4892a500ee76c89e6eee319684f9_images.jpg
11705,Men,Cold,Casual,Lee Men Check Blue Shirts,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/4056d13547127c9e81da2bf58d531ff5_images.jpg
58664,Women,Cold,Ethnic,Alayna Women Black & Grey Kurta,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/Alayna-Women-Black---Grey-Kurta_7e101a2e219aab6cfba09dbae5742aa6_images.jpg
3949,Women,Hot,Casual,Jealous 21 Women White Flower Top Purple Stripes Top,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/3b42bd7b8a6cdb29145742a683114aed_images.jpg
7417,Women,Hot,Ethnic,W Women Sqaure Neck Short Sleeve Blue Kurta,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/bcc73287e69a11a70631b0652f7a642a_images.jpg
40421,Women,Hot,Casual,Tonga Women Black & Beige Top,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/5212aebf12af83041fe4f4f2b40fbeff_images.jpg
12071,Women,Cold,Ethnic,W Women Printed White Kurtas,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/27e11ca0f29c55f87cbaa6ac9655a98c_images.jpg
40431,Women,Hot,Casual,Tonga Women Navy Blue Dress,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/e229ad3c48766067460ae5811ed26dd6_images.jpg
18270,Women,Cold,Ethnic,Aneri Women Surbhi Black Kurta,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/564231a11824abb4b44a50d4392f4122_images.jpg
6282,Men,Hot,Casual,UCB Men's Punk Wreck Print Grey T-shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/0e81de1d3032da44ba15be01ebdd482d_images.jpg
25852,Women,Hot,Ethnic,Diva Women Printed Green Kurta,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/143af5448924056db745aa10a4f4f41e_images.jpg
7418,Women,Hot,Ethnic,W Women Mandarin Neck-Yarn Dyed Green Kurta,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/59287f56698c9f2e4eeb4d87726f79f7_images.jpg
3062,Men,Hot,Casual,Tantra Men's Vegetarian Blue T-shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/a0a103cd4e88eb72695791e772b65c1f_images.jpg
37935,Women,Hot,Casual,Mineral Women Teal Top,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/6f417c62204d643c517555b03907cb33_images.jpg
18231,Men,Cold,Casual,Manchester United Men Printed Navy Blue Tshirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/2054baf92418543cc53af9d277e51b49_images.jpg
3267,Men,Hot,Casual,Guerrilla Men's Rider Green T-shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/1ff77e6593e3297af60e917dcd631a7f_images.jpg
17885,Men,Hot,Casual,Levis Men Comfort Style Grey Innerwear Vest,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/c5c095c0e09eb200aa8d57457c53ec07_images.jpg
24537,Women,Cold,Ethnic,Mother Earth Women Maroon Kurta,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/bcd7964e7a11b936dfd7f6c22ab677ac_images.jpg
53744,Women,Hot,Casual,ADIDAS Women Grey Capris,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/Adidas-Women-Grey-Capris_ab4a3f3033bcdcf63eccbf2828e31963_images.jpg
9996,Women,Hot,Casual,Palm Tree Girls Sp Jelly Top Blue Tops,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/0585156c7f7c6c298a10a1e121d02b4c_images.jpg
6973,Men,Hot,Casual,s.Oliver Men's California Orange T-shirt,Nusa Tenggara Barat,http://assets.myntassets.com/v1/images/style/properties/c1501a0945c1f7e9dcc557bf3f974793_images.jpg
35986,Women,Hot,Casual,Flying Machine Women Cotton Purple T-shirt,Jawa Barat,http://assets.myntassets.com/v1/images/style/properties/2352e5308a33acda69f024cefee9aebc_images.jpg
11294,Men,Normal,Casual,Wrangler Men Blue Floyd Jeans,Maluku Utara,http://assets.myntassets.com/v1/images/style/properties/b62ee13fdef638ee8ab53780ab9574d3_images.jpg
4845,Women,Hot,Sports,Sher Singh Women's Red Polo T-shirt,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/83e8faf36032dfb26e6401f5293b3a9d_images.jpg
24053,Men,Cold,Casual,Locomotive Men Printed Charcoal T-shirt,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/4eb872956e1b8d1387fe0f454a4bec7f_images.jpg
32429,Men,Hot,Sports,ADIDAS Men Training Black Shorts,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/57f8a5f5666dfa6dfe49198faa06c0f3_images.jpg
40382,Women,Hot,Casual,Tokyo Talkies Women Pink Top,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/ff487d5e2a7f343d35859997db375cab_images.jpg
34918,Women,Hot,Ethnic,Fabindia Brown Dupatta,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/0c2e16d86904bcfc9c4be4ec0671310e_images.jpg
19518,Men,Cold,Casual,United Colors of Benetton Men Stripes Blue Sweater,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/3fee00e78bd60e69fba03c5a88c247e9_images.jpg
44342,Men,Hot,Casual,Indian Terrain Men Maroon T-shirt,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/0f7f47590c54e3ecff1957be056b1c74_images.jpg
6202,Women,Hot,Casual,UCB Women's Photo Prints White T-shirt,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/ca49746ab1bcab6e428aa65a893464f6_images.jpg
25856,Women,Hot,Ethnic,Diva Women Black Floral Print Kurti,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/Diva-Women-Black-Floral-Print-Kurti_5d15004963eb029a46a19ddf64cf6e48_images.jpg
12386,Men,Cold,Formal,Reid & Taylor Men Stripes Red Shirts,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/af90b0b5b1fc6647b9f1ddb623984a20_images.jpg
24065,Men,Cold,Casual,Locomotive Men Checked Green Shirt,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/69b55593f043e59513642eeea29a737b_images.jpg
44873,Men,Hot,Casual,Puma Men White Summer T-shirt,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/ba8297404dfcb3151de5dfe9a7169807_images.jpg
23957,Men,Cold,Casual,Provogue Men Blue Shirt,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/41cb70a2b6c0e5c388fdffed68b35f63_images.jpg
52929,Women,Cold,Ethnic,FNF Multi Coloured Printed Sari,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/Fashion-N-Fabrics-Multi-Coloured-Sari_bd789010ecd2ebd9fde7f0da09ff1d65_images.jpg
41495,Men,Hot,Casual,Locomotive Men Purple T-shirt,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/42fc3d0a657d7a94b9d89ee109a29bfa_images.jpg
30841,Women,Hot,Ethnic,Fabindia Women Magenta Kurta,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/2f8ae1727a8d438d1aba0095ca9bf895_images.jpg
15837,Women,Cold,Ethnic,Visudh Red Printed Ethnic Kurta,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/c213bebaa9838bbfa1441a9ab9fb8288_images.jpg
52529,Men,Hot,Casual,Pepe Jeans Men Grey 3/4 Length Pants,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/b80233197f4b5331aa5122f6eff3a95b_images.jpg
52149,Women,Hot,Casual,Femella Women Yellow Polo T-Shirt,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/eb61f80def7986c4f99b54a625606e7b_images.jpg
4381,Men,Hot,Casual,Superman Men's Silhouette Light Blue T-shirt,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/9af8eb6d150cbf09178137613fb1e594_images.jpg
3894,Girls,Hot,Casual,Disney Kids Girl's Pink Minnie With Green Lace Kidswear,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/7b0ffdb902ac1859813faf2b0b085872_images.jpg
10715,Women,Cold,Casual,Nike Women Training sports bra Black Tops,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/48373b0212c02b6c39c53ec2215e1c58_images.jpg
14319,Men,Cold,Sports,ADIDAS Men Solid White Shorts,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/913c8208784c6968a869f034588516f5_images.jpg
32274,Women,Hot,Ethnic,Vishudh Women Printed Brown Kurta,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/de6eacaaae325869d6052dabc05aed49_images.jpg
54582,Women,Hot,Ethnic,Sushilas Women Printed Blue Kurta,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/Sushilas-Women-Printed-Blue-Kurta_202ca5674257e8b0b08e851952df7334_images.jpg
44343,Men,Hot,Casual,Indian Terrain Men Red T-shirt,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/af26fe889050c15a356901df66049e8d_images.jpg
23139,Men,Cold,Casual,Quechua Men Fleece Olive Sweatshirt,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/41ca020b10b3994671be7a419f8de96e_images.jpg
50887,Women,Hot,Ethnic,Prafful Mustard & Navy Blue Crepe Sari,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/f3156abf4940d95d13506926255c5017_images.jpg
8904,Men,Cold,Formal,Indigo Nation Men ID Solid White Trousers,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/70c6e83951131fd7f1d80319e21671af_images.jpg
14537,Women,Cold,Ethnic,Vishudh Women Circle Print Brown Kurtas,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/e3dba0589554aeb71c03fd62d0a9f70f_images.jpg
47651,Women,Hot,Casual,Femella Women Grey Lace Dress,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/b52fada55c5b01c41128d2d9768a85db_images.jpg
17468,Women,Hot,Casual,Beyouty Women Julia BR 02 Black Bra,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/21c998bb666f889511129a70a5320b4b_images.jpg
32432,Men,Hot,Sports,ADIDAS Men Black Jersey,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/edd900710a102ed2b34be1e4bcda8cc4_images.jpg
19773,Women,Cold,Casual,United Colors of Benetton Women Grey Striped Tights,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/ef2a4d1cf737dd6ce1412be27979891c_images.jpg
37753,Men,Hot,Casual,John Players Men Stripes Blue Shirt,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/7fc039f3fae4effee66831e06e30d216_images.jpg
4329,Unisex,Hot,Casual,Tantra Kid's Unisex Feeding Me Orange Kidswear,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/c08bb7f26d2455f08b4c13df189171cf_images.jpg
11417,Men,Cold,Casual,United Colors of Benetton Men Light Winter Blue Tshirts,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/89c2ee047df043ba1d5f84250f2efa11_images.jpg
6877,Women,Hot,Casual,Forever New Women Soft Magnolia Pink Jacket,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/46865de014e1d23bd0caa36f0c600726_images.jpg
58394,Men,Hot,Casual,Locomotive Men Charcoal Shirt,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/Locomotive-Men-Charcoal-Shirt_e7d58d38c6b9850259db4e91b07dc7a7_images.jpg
28092,Men,Hot,Casual,Jockey GOLDEDN Men Gold Edition White Innerwear Vest 4020,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/e76718d29de434707621a50af1dc863b_images.jpg
59440,Men,Cold,Formal,Arrow Men Grey Check Slim Fit Shirt,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/Arrow-Men-Grey-Shirt_e3427593a12be18f8db8d753669116ce_images.jpg
1976,Men,Hot,Casual,Tribord Mens Short Cargo Shorts,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/3478184f6d860304791880efa0129184_images.jpg
13347,Women,Cold,Casual,Spykar Women Washed Blue Jeans,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/d762529f93a848ddb0c266a0b41a0ecc_images.jpg
56297,Women,Hot,Casual,Biara Women Purple Briefs,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/Biara-Women-Purple-Briefs_cbb52f69d5bdb65da6345258b350a4d7_images.jpg
54934,Women,Hot,Casual,Do u speak green Women Peach T-shirt,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-green-Women-Peach-T-shirt_bb543b55ee06d0d64683b46d5dbf03c5_images.jpg
11353,Men,Cold,Casual,Lee Men Sanskrit Blue Rodeo Fit Jeans,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/7c75057c812f5c484acb31f0b9e092ac_images.jpg
11114,Men,Cold,Formal,Indigo Nation Men Check Purple Shirts,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/c466feea5dbf8980609bf06f057c5710_images.jpg
9779,Men,Cold,Casual,ADIDAS Men Cress 3spespt Navy Blue Track Pants,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/97ce6e53a16650dc4c5788996c410b96_images.jpg
30816,Women,Hot,Ethnic,Fabindia Women Red Leggings,Kalimantan Tengah,http://assets.myntassets.com/v1/images/style/properties/0f7aa33b7685ffc8083360bae6ee7d5f_images.jpg
